movieid,year,isEnglish,country,runningtime,genres,avg_rating,num_ratings,is_a_hit,number_actors,actor_quality,director_quality,director_revenue,director_number
1760752,4,T,USA,0,Comedy,3.5678929765886287,1495.0,1,few,high,high,high,single
1760876,4,T,USA,1,Drama,3.80625,160.0,1,few,high,high,high,single
1760927,4,T,USA,1,Crime,2.981132075471698,53.0,0,few,high,low,high,single
1760978,4,F,other,1,Drama,4.25,28.0,0,many,high,high,low,single
1762161,4,T,UK,1,Comedy,2.5172413793103448,29.0,0,many,low,low,low,single
1762174,4,T,USA,1,Comedy,4.125446428571428,2240.0,1,many,high,high,high,single
1762229,3,T,USA,1,Comedy,4.013536379018612,591.0,1,many,high,high,high,single
1762644,4,T,USA,1,Drama,3.4615384615384617,13.0,0,few,low,low,low,single
1762654,3,T,USA,1,Comedy,3.7665198237885456,227.0,1,few,high,low,low,single
1762853,3,F,France,1,Drama,3.726190476190476,168.0,1,few,high,high,low,single
1763019,4,T,other,1,Crime,3.25,8.0,0,many,low,low,high,single
1763083,4,T,USA,1,Drama,3.1346153846153846,104.0,0,many,low,high,high,single
1763465,3,T,USA,1,Action,4.110795454545454,704.0,1,few,high,high,high,single
1763653,3,T,USA,0,Action,2.9452054794520546,365.0,1,few,low,low,high,single
1763877,3,T,USA,0,Adventure,2.967948717948718,156.0,1,few,low,low,high,single
1763883,4,T,USA,0,Adventure,2.3225806451612905,31.0,0,few,low,low,high,single
1763910,4,T,USA,1,Comedy,3.444906444906445,481.0,1,few,high,low,high,single
1763974,4,T,UK,1,Drama,3.571428571428572,28.0,0,many,high,high,low,single
1764861,4,T,other,0,Drama,3.5121951219512195,41.0,0,few,high,high,low,single
1765082,4,T,USA,0,Crime,3.452380952380953,42.0,0,few,low,low,low,single
1765108,4,T,USA,0,Action,2.825,40.0,0,few,low,low,high,single
1765164,4,T,USA,0,Comedy,4.073059360730594,657.0,1,many,high,high,high,single
1765347,4,T,USA,0,Action,1.6470588235294117,17.0,0,many,low,low,low,single
1765652,4,T,USA,1,Action,3.4302325581395348,86.0,0,many,low,low,high,single
1765787,4,T,USA,0,Comedy,2.5,2.0,0,few,low,low,low,single
1765789,4,T,USA,0,Documentary,3.8125,16.0,0,many,high,high,low,single
1765811,4,T,USA,1,Comedy,3.9216101694915255,472.0,1,many,high,high,high,single
1765827,4,T,other,1,Comedy,3.514705882352941,68.0,0,few,low,low,low,single
1766407,4,T,USA,1,Action,2.5056818181818183,352.0,1,many,low,low,high,single
1766427,4,T,USA,0,Action,2.5474137931034484,232.0,1,many,low,low,high,single
1766668,4,T,UK,0,Comedy,,,0,few,low,low,low,single
1766849,4,T,UK,1,Action,3.413793103448276,87.0,0,many,low,high,high,single
1766884,3,T,USA,0,Documentary,3.761904761904762,21.0,0,many,high,high,low,single
1767110,4,T,USA,1,Documentary,3.529850746268657,134.0,1,many,high,high,low,single
1767151,3,T,USA,1,Action,1.9411764705882355,34.0,0,few,low,low,low,single
1767537,4,T,UK,1,Comedy,3.857142857142857,35.0,0,many,low,low,low,single
1768211,4,F,other,1,Drama,4.223880597014926,67.0,0,few,high,high,low,single
1768389,4,T,USA,1,Drama,2.906005221932115,383.0,1,many,low,low,high,single
1768698,4,T,USA,1,Comedy,3.855801475519786,1491.0,1,many,high,low,high,single
1769145,4,T,USA,0,Comedy,1.9166666666666667,12.0,0,many,low,low,high,single
1769408,4,T,USA,0,Comedy,3.1352718078381794,791.0,1,many,low,low,high,single
1769516,2,T,UK,0,Drama,,,0,few,low,low,low,single
1769766,4,T,USA,1,Action,2.4444444444444446,180.0,1,many,low,low,high,single
1769840,4,T,USA,1,Drama,4.095555555555555,450.0,1,few,high,high,low,multiple
1770285,4,T,USA,1,Action,3.414383561643836,584.0,1,many,high,high,high,single
1770807,3,T,USA,1,Comedy,2.58974358974359,39.0,0,many,low,low,low,single
1771528,4,T,USA,0,Comedy,3.183098591549296,355.0,1,many,low,low,high,single
1771672,4,T,other,0,Other,3.0,1.0,0,many,low,low,low,single
1771673,4,T,USA,0,Comedy,3.6710526315789473,76.0,0,few,high,high,low,single
1772092,4,T,USA,0,Comedy,2.062937062937063,143.0,1,many,low,low,high,single
1772497,4,T,USA,1,Crime,,,0,few,low,low,low,single
1772500,4,T,USA,1,Comedy,2.5842105263157893,380.0,1,many,low,low,high,single
1772651,3,T,USA,1,Drama,3.8565022421524655,223.0,1,many,high,high,high,single
1772934,4,T,other,1,Drama,3.602941176470588,136.0,1,many,high,high,low,single
1773358,4,T,France,1,Drama,3.1739130434782608,46.0,0,few,high,high,high,single
1773436,4,T,USA,0,Documentary,5.0,1.0,0,few,high,high,high,single
1773944,4,T,USA,0,Adventure,3.3617021276595747,94.0,0,many,low,low,high,single
1774349,4,T,USA,0,Action,2.313725490196078,51.0,0,few,low,low,high,single
1775245,4,T,USA,0,Comedy,2.942708333333333,192.0,1,many,low,low,high,single
1775382,4,T,USA,0,Documentary,3.5,6.0,0,many,high,high,low,single
1775563,1,T,UK,0,,2.847826086956522,92.0,0,many,high,high,high,multiple
1775747,3,T,USA,1,Comedy,3.1052631578947367,57.0,0,few,low,low,high,single
1775854,2,T,UK,0,Crime,3.090909090909091,11.0,0,few,high,high,low,single
1776052,4,T,USA,1,Action,3.477132262051916,809.0,1,many,high,high,high,single
1776063,3,T,USA,1,Drama,4.273333333333333,1800.0,1,few,high,high,high,single
1776173,3,T,USA,1,Comedy,2.716417910447761,201.0,1,few,low,high,low,single
1776338,4,T,USA,0,Comedy,2.21875,96.0,0,many,low,low,high,single
1776407,4,T,USA,1,Comedy,3.363888888888889,360.0,1,many,low,low,high,single
1776556,3,T,USA,0,Comedy,4.047363717605005,1119.0,1,few,high,high,high,single
1776732,4,T,USA,1,Crime,2.6666666666666665,60.0,0,many,low,low,high,single
1776893,4,T,USA,0,Comedy,2.671428571428572,210.0,1,many,low,high,high,single
1777297,4,T,USA,1,Crime,3.12280701754386,57.0,0,many,low,low,high,single
1777374,4,T,other,1,Drama,2.9,40.0,0,few,low,low,low,single
1777932,3,T,USA,0,Horror,1.7142857142857142,21.0,0,many,low,low,low,single
1778025,3,T,USA,0,Horror,2.6,20.0,0,few,low,low,low,single
1778258,3,T,USA,1,Crime,4.218152866242038,628.0,1,few,high,high,high,multiple
1778411,4,T,USA,1,Crime,3.4,35.0,0,few,low,high,high,single
1778413,3,T,other,1,Horror,2.6666666666666665,36.0,0,few,low,low,low,single
1778514,2,T,USA,1,Drama,3.5,8.0,0,few,high,high,low,single
1778536,4,T,USA,0,Action,2.4285714285714284,7.0,0,many,low,low,low,single
1778697,4,T,USA,0,Action,3.225225225225225,222.0,1,many,low,low,high,single
1778699,4,T,USA,0,Action,2.042553191489361,47.0,0,many,low,low,low,single
1779176,4,T,USA,1,Action,3.1085972850678734,221.0,1,many,low,low,high,single
1779201,3,T,UK,1,Drama,3.8089430894308944,246.0,1,few,high,high,high,single
1779349,4,T,USA,1,Drama,2.6,75.0,0,many,low,low,high,single
1779361,3,T,USA,1,Crime,3.571428571428572,56.0,0,many,high,low,high,single
1779474,3,T,USA,1,Comedy,2.8264462809917354,121.0,0,few,low,low,high,single
1779528,4,T,UK,0,Comedy,,,0,few,low,low,low,single
1779735,4,T,USA,1,Drama,3.6095238095238096,105.0,0,many,low,high,high,single
1779757,4,T,USA,0,Action,3.2578125,128.0,1,many,low,low,high,single
1779835,4,T,USA,1,Crime,3.762996941896025,654.0,1,few,high,high,high,single
1779868,4,T,USA,0,Comedy,3.560606060606061,66.0,0,many,low,high,low,multiple
1779914,2,T,USA,0,Crime,4.0,2.0,0,few,low,low,low,single
1780022,4,T,USA,1,Action,2.430434782608696,230.0,1,many,low,low,high,single
1780595,4,T,USA,1,Comedy,3.734939759036144,415.0,1,many,high,high,high,single
1780992,4,F,other,1,Comedy,4.0,1.0,0,many,high,high,low,single
1781241,3,T,USA,1,Crime,4.031746031746032,504.0,1,few,high,high,high,single
1781274,4,T,USA,0,Horror,2.2363636363636363,55.0,0,few,low,low,low,single
1781295,4,T,USA,1,Drama,2.189189189189189,37.0,0,few,low,low,low,single
1781303,4,T,USA,0,Horror,3.0817843866171004,269.0,1,few,low,low,low,single
1781518,4,T,USA,1,Comedy,2.581395348837209,43.0,0,many,low,high,high,single
1781597,4,T,USA,1,Crime,3.4593220338983053,590.0,1,many,high,high,high,single
1781603,3,T,USA,0,Other,2.622950819672131,61.0,0,few,low,low,low,single
1783029,3,T,USA,1,Documentary,4.096209912536443,686.0,1,few,high,high,high,single
1783282,4,T,USA,1,Drama,3.769503546099291,1128.0,1,many,high,high,high,single
1783500,4,T,USA,1,Comedy,2.768041237113402,194.0,1,many,low,low,high,single
1783641,4,T,USA,0,Comedy,2.111111111111111,9.0,0,many,low,low,low,single
1783685,4,T,USA,0,Comedy,2.5625,144.0,1,few,low,low,high,single
1783892,4,T,USA,0,Comedy,2.589403973509934,151.0,1,many,low,low,low,single
1784129,4,T,USA,1,Drama,,,0,many,low,low,low,single
1784206,4,T,USA,1,Action,3.8,5.0,0,few,low,low,high,single
1784275,2,T,USA,1,Comedy,4.03954802259887,177.0,1,few,high,high,high,single
1784416,3,T,USA,0,Comedy,2.5,2.0,0,few,low,low,low,single
1784663,3,F,other,0,Documentary,3.4,35.0,0,many,high,low,low,single
1784877,4,T,USA,0,Comedy,3.869565217391304,253.0,1,many,high,high,high,single
1785170,4,T,USA,1,Crime,3.823426573426573,572.0,1,few,high,high,high,multiple
1785251,4,T,USA,1,Action,2.9642857142857144,28.0,0,many,high,high,high,single
1785265,3,T,USA,1,Documentary,3.7083333333333335,48.0,0,many,high,high,high,single
1785529,4,T,USA,1,Comedy,3.264453961456103,934.0,1,many,low,high,high,single
1785755,4,T,USA,1,Drama,2.3674698795180724,166.0,1,few,low,low,low,single
1786099,4,T,USA,0,Drama,1.6,10.0,0,few,low,low,low,single
1786124,4,T,USA,1,Documentary,4.012956419316843,849.0,1,few,high,high,high,single
1786136,4,T,USA,0,Drama,3.4,5.0,0,few,high,high,low,multiple
1786142,4,T,USA,0,Drama,3.639175257731959,97.0,0,few,high,high,low,multiple
1786183,4,T,USA,0,Comedy,2.5974025974025974,77.0,0,many,low,low,high,single
1786236,4,T,USA,1,Comedy,3.128205128205128,195.0,1,many,low,high,high,single
1786413,4,T,USA,1,Action,2.1604938271604937,81.0,0,few,low,low,low,single
1786566,4,T,other,1,Comedy,3.357142857142857,70.0,0,many,high,high,high,single
1786921,4,T,UK,1,Comedy,3.542016806722689,238.0,1,many,high,high,low,single
1787090,4,T,USA,1,Action,4.235053235053235,2442.0,1,many,high,high,high,single
1787149,4,T,UK,1,Drama,4.097480832420591,913.0,1,many,high,high,high,single
1787428,2,T,other,0,Other,3.42090395480226,354.0,1,few,low,low,low,single
1787511,3,T,USA,1,Comedy,3.908284023668639,676.0,1,few,high,high,high,single
1787525,4,T,USA,1,Comedy,2.9814814814814814,54.0,0,many,low,low,low,single
1787603,3,T,USA,1,Comedy,4.080769230769231,520.0,1,many,high,high,low,single
1787911,4,T,other,1,Drama,3.8239700374531833,267.0,1,many,high,high,high,single
1788154,4,T,USA,0,Comedy,,,0,many,low,low,low,single
1788165,3,T,USA,1,Action,2.7674418604651163,129.0,1,many,low,low,high,single
1788314,4,T,USA,0,Adventure,1.1666666666666667,6.0,0,many,low,low,low,single
1788621,4,T,other,0,Comedy,2.36734693877551,147.0,1,few,low,low,high,single
1788624,2,T,USA,0,Horror,3.912037037037037,216.0,1,few,high,high,low,single
1788628,4,T,USA,1,Comedy,2.892307692307692,65.0,0,few,low,low,low,single
1788636,2,T,USA,0,Horror,2.8028169014084505,71.0,0,few,low,low,low,single
1788817,2,T,UK,0,Drama,4.08080808080808,99.0,0,few,high,high,high,single
1789015,4,T,USA,1,Comedy,3.435555555555556,225.0,1,few,high,high,high,single
1789145,4,T,USA,1,Comedy,3.2735042735042734,234.0,1,many,low,low,high,single
1789259,4,T,USA,1,Drama,3.071813285457809,557.0,1,many,high,high,high,single
1789269,2,T,USA,1,Comedy,4.169491525423729,413.0,1,few,high,high,low,single
1789511,2,T,USA,0,Drama,,,0,few,low,low,low,single
1789692,4,T,USA,1,Comedy,3.747782002534854,789.0,1,many,high,high,high,single
1789747,4,T,USA,1,Comedy,3.5,2.0,0,few,low,low,low,single
1789910,4,T,USA,1,Drama,2.888235294117647,170.0,1,many,low,low,high,single
1790007,4,T,USA,1,Action,2.876175548589342,638.0,1,many,low,high,high,single
1790082,4,T,other,0,Drama,3.333333333333333,6.0,0,many,low,low,low,single
1790311,4,T,USA,0,Drama,3.0,1.0,0,many,low,low,low,single
1790523,3,T,USA,1,Action,2.823863636363636,176.0,1,many,low,high,high,single
1790530,1,F,other,0,Drama,3.97008547008547,234.0,1,few,high,high,low,single
1790753,3,T,UK,1,Documentary,3.733333333333333,15.0,0,many,high,low,low,single
1790780,4,T,USA,1,Documentary,3.75,4.0,0,few,high,high,low,multiple
1790984,4,T,UK,1,Comedy,2.0,3.0,0,many,high,high,low,single
1791085,4,T,USA,1,Crime,2.6666666666666665,3.0,0,few,low,low,low,single
1792102,3,T,USA,1,Adventure,2.6666666666666665,3.0,0,many,low,low,low,multiple
1792218,2,T,USA,0,Comedy,3.441747572815534,206.0,1,few,high,high,low,single
1792281,4,F,other,0,Comedy,3.333333333333333,3.0,0,few,high,high,low,single
1792349,4,T,USA,0,Adventure,2.833333333333333,36.0,0,many,low,low,high,single
1792363,4,T,USA,1,Drama,,,0,few,low,low,low,single
1792523,4,T,other,1,Documentary,4.056521739130435,230.0,1,few,high,high,low,single
1792625,4,T,USA,1,Comedy,3.505649717514124,354.0,1,many,high,high,low,single
1792713,4,T,USA,0,Action,3.091796875,512.0,1,many,low,low,high,single
1793297,4,T,USA,1,Comedy,3.837442922374429,1095.0,1,many,high,low,high,single
1793433,4,T,USA,0,Action,2.9423076923076925,104.0,0,many,low,low,high,single
1793451,4,T,USA,1,Comedy,3.698901098901099,455.0,1,many,high,high,high,single
1793604,4,T,USA,1,Comedy,3.435240963855421,664.0,1,many,high,high,high,single
1794215,4,F,other,1,Drama,3.5454545454545454,11.0,0,many,high,high,low,single
1794255,4,T,USA,1,Comedy,2.4545454545454546,88.0,0,many,low,low,high,single
1794772,3,T,USA,1,Horror,2.849056603773585,53.0,0,few,low,low,low,single
1795157,4,T,USA,0,Adventure,1.9285714285714288,14.0,0,few,low,low,high,single
1795427,3,T,USA,0,Comedy,2.9183673469387754,49.0,0,many,low,low,high,multiple
1795631,4,T,USA,0,Comedy,3.25,184.0,1,many,low,low,low,single
1795698,3,T,USA,1,Adventure,4.215644820295983,1419.0,1,few,high,high,high,single
1795997,4,T,UK,0,Comedy,3.25,4.0,0,few,low,high,low,single
1796704,4,T,USA,1,Comedy,3.0,58.0,0,many,low,low,high,single
1796731,4,F,France,1,Drama,4.0,1.0,0,few,high,high,low,single
1797310,4,T,other,1,Drama,,,0,few,low,low,low,single
1797365,3,T,other,1,Adventure,4.023121387283237,173.0,1,few,high,high,high,single
1797386,4,F,other,0,Comedy,3.655844155844156,154.0,1,many,high,high,low,multiple
1798275,3,T,USA,1,Drama,3.9029345372460496,443.0,1,few,high,high,high,single
1798372,4,T,USA,0,Comedy,2.379679144385027,187.0,1,few,low,low,low,single
1798632,3,T,USA,1,Comedy,3.8469493278179936,967.0,1,many,high,high,high,single
1799339,4,T,USA,0,Comedy,2.4166666666666665,24.0,0,many,low,low,low,single
1799603,4,F,other,0,Drama,2.5842696629213484,89.0,0,few,low,low,low,single
1801311,4,T,USA,1,Comedy,3.238562091503268,306.0,1,many,low,low,high,multiple
1801574,4,T,USA,0,Comedy,2.732620320855615,187.0,1,many,low,high,low,single
1801936,3,T,UK,1,Adventure,3.537037037037037,54.0,0,few,high,low,low,single
1802055,4,T,USA,1,Horror,2.904580152671756,262.0,1,many,low,high,high,single
1802058,4,T,USA,0,Horror,2.225806451612903,93.0,0,many,low,low,high,single
1802287,3,F,other,0,Adventure,3.0,1.0,0,few,low,low,low,single
1802676,3,T,USA,1,Horror,3.9224376731301938,361.0,1,few,high,low,high,single
1802677,4,T,USA,1,Horror,3.671033478893741,687.0,1,many,high,high,high,single
1803115,2,T,UK,1,Action,3.752380952380952,105.0,0,few,high,high,low,single
1803357,4,T,UK,1,Crime,3.5,2.0,0,many,low,high,low,single
1803905,4,T,UK,0,Drama,3.46875,32.0,0,few,high,high,low,single
1803921,4,T,other,1,Comedy,3.533333333333333,15.0,0,many,high,high,low,single
1804232,4,T,USA,1,Crime,3.6910569105691056,369.0,1,many,high,high,high,single
1804427,3,F,France,1,Drama,4.166666666666667,30.0,0,few,high,high,low,single
1804484,4,T,UK,0,Documentary,3.0,4.0,0,few,high,high,low,single
1804630,3,T,USA,1,Drama,3.632530120481928,166.0,1,few,high,high,high,single
1804779,4,F,France,1,Drama,3.8620689655172415,29.0,0,few,high,high,low,single
1804898,3,T,USA,0,Horror,3.4766355140186915,107.0,0,few,high,high,low,single
1804923,4,T,USA,0,Horror,1.7272727272727273,77.0,0,few,low,low,low,multiple
1804924,4,T,USA,0,Action,1.4615384615384617,26.0,0,few,low,low,low,single
1804925,4,T,USA,0,Action,1.0588235294117647,17.0,0,few,low,low,low,single
1804947,4,F,other,1,Documentary,3.678571428571429,28.0,0,few,high,high,low,single
1805163,4,T,USA,0,Comedy,2.208333333333333,24.0,0,many,low,low,high,single
1805225,3,T,USA,1,Horror,3.6049382716049374,567.0,1,few,high,high,high,single
1805246,4,T,USA,1,Drama,2.857142857142857,7.0,0,few,low,low,low,single
1805273,4,T,UK,1,Documentary,3.3142857142857145,70.0,0,few,high,low,low,single
1805799,2,T,USA,1,Drama,4.412822049131217,1669.0,1,few,high,high,low,single
1806151,4,T,USA,1,Documentary,3.7932551319648096,682.0,1,many,high,high,high,single
1806217,4,T,USA,1,Comedy,2.9806949806949805,259.0,1,few,low,low,high,single
1806794,3,T,USA,1,Comedy,3.667857142857143,280.0,1,few,high,high,high,single
1806845,3,T,USA,1,Drama,3.183908045977012,174.0,1,many,low,low,high,single
1806896,3,T,USA,1,Drama,4.047970479704797,271.0,1,few,high,high,high,single
1806914,4,T,USA,0,Comedy,2.9012345679012346,162.0,1,few,low,low,high,single
1806940,4,T,other,0,,2.857142857142857,7.0,0,many,high,high,high,multiple
1807303,4,T,USA,1,Comedy,2.7333333333333334,15.0,0,many,low,low,low,single
1807444,4,T,USA,0,Animation,2.5675675675675675,37.0,0,few,high,high,low,single
1807562,4,T,USA,1,Drama,3.357142857142857,28.0,0,few,high,low,high,single
1807604,4,T,USA,1,Crime,,,0,few,low,low,high,single
1807863,2,T,USA,1,Drama,3.0,5.0,0,few,high,high,low,single
1808298,4,T,France,0,Comedy,3.1594202898550723,69.0,0,many,low,low,low,single
1808524,4,T,USA,1,Comedy,2.895833333333333,96.0,0,many,low,high,high,single
1808813,4,T,USA,0,Comedy,2.333333333333333,51.0,0,many,low,low,low,single
1809047,4,T,USA,1,Drama,3.302197802197802,182.0,1,many,low,high,high,single
1809149,4,F,other,1,Drama,4.283720930232558,215.0,1,many,high,high,low,single
1809197,4,T,UK,1,Drama,2.0,2.0,0,few,low,low,low,single
1809431,4,T,other,1,Drama,,,0,few,low,high,low,single
1809724,4,F,France,1,Drama,2.7777777777777777,9.0,0,few,high,high,low,single
1809864,4,F,France,0,Comedy,3.955555555555556,45.0,0,many,high,high,low,single
1809984,4,T,USA,1,Action,2.654008438818565,237.0,1,many,low,low,high,single
1809998,4,T,USA,1,Comedy,3.0,1.0,0,many,low,low,low,multiple
1810092,4,T,USA,0,Comedy,1.9583333333333333,24.0,0,many,low,low,low,single
1810470,2,T,UK,1,Comedy,,,0,few,low,high,low,single
1811382,4,F,other,1,Action,2.857142857142857,21.0,0,few,low,low,high,single
1811626,3,T,USA,1,Comedy,4.183006535947713,306.0,1,few,high,high,low,single
1811722,3,T,UK,1,Drama,3.7965299684542586,634.0,1,many,high,low,high,single
1812202,3,T,USA,0,Adventure,3.130434782608696,23.0,0,few,low,low,low,single
1812255,3,T,USA,0,Animation,3.8229376257545273,497.0,1,few,high,high,low,multiple
1812339,4,F,other,0,Other,,,0,few,high,high,low,single
1812450,4,T,USA,1,Comedy,2.2666666666666666,45.0,0,many,low,low,high,single
1812490,4,T,USA,1,Comedy,3.7784679089026914,966.0,1,few,high,high,high,single
1813663,4,T,USA,0,Adventure,1.0,1.0,0,many,low,low,high,single
1815267,4,T,UK,0,Animation,3.8796087283671934,1329.0,1,few,high,high,high,multiple
1815901,4,T,USA,0,Horror,2.702928870292887,239.0,1,few,low,low,high,single
1815914,4,T,USA,0,Horror,2.112781954887218,133.0,1,few,low,low,high,single
1815915,4,T,UK,0,Horror,1.8969072164948453,97.0,0,many,low,low,high,single
1816153,4,T,USA,1,Drama,3.827794561933535,331.0,1,many,high,low,high,single
1816171,3,T,USA,0,Horror,2.446351931330472,233.0,1,few,low,low,high,single
1816175,4,T,USA,0,Horror,1.7884615384615383,52.0,0,many,low,low,low,single
1816176,4,T,USA,0,Horror,1.8444444444444448,45.0,0,few,low,low,low,single
1816182,3,T,UK,0,Other,3.176470588235294,136.0,1,few,low,low,low,single
1816238,4,T,other,1,Comedy,3.6538461538461537,52.0,0,many,low,low,low,single
1816379,4,T,USA,1,Action,2.5357142857142856,56.0,0,many,low,low,high,single
1816691,3,T,USA,1,Crime,4.339240506329114,1185.0,1,many,high,high,high,single
1816742,4,T,France,1,Drama,3.0,37.0,0,many,low,high,high,single
1817535,3,T,USA,0,Drama,2.0,1.0,0,many,low,low,low,single
1817898,4,T,USA,0,Comedy,1.9318181818181817,44.0,0,few,low,low,low,single
1818342,3,T,USA,1,Drama,3.062271062271062,273.0,1,few,low,high,high,single
1818562,4,T,USA,1,Comedy,3.588349514563107,515.0,1,few,low,low,high,single
1819155,4,T,USA,1,Comedy,3.28099173553719,121.0,0,many,low,low,low,single
1819411,4,F,other,1,Drama,3.869565217391304,115.0,0,few,high,high,low,single
